id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14145775,Great Seaview calm area db bedroom,58899195,Louise,,Hässelby-Vällingby,59.35887267906669,17.829664997913586,Private room,297,1,23,2018-08-27,0.82,1,64
14147308,Top floor apt. with big balcony in Hornstull,6879559,Emil,,Södermalms,59.31710082867295,18.031737992598213,Entire home/apt,900,2,13,2018-09-23,0.46,1,24
14149410,Big apartment situated 3 minutes from Nytorget,34798149,Oskar,,Södermalms,59.31103692243843,18.084265159580504,Entire home/apt,801,2,0,,,1,0
14152306,A safe and relaxed place for women,19816532,Eva Birgit,,Hägersten-Liljeholmens,59.31533685401576,18.013154956611224,Private room,468,2,26,2018-11-14,0.98,1,17
14152781,"Unique studio, sea view. 20 min to Central Station",68525722,Alica,,Kungsholmens,59.32331942456718,17.996595082792023,Entire home/apt,711,2,22,2018-08-23,1.25,1,0
14162081,Beautiful apt in the middle of Sofo,85652513,Stefan,,Södermalms,59.31286833682585,18.077467382027113,Entire home/apt,1342,3,54,2018-08-27,1.98,1,29
14162088,Charming apartment close to Stockhom City Hall,18469119,Fredrik,,Kungsholmens,59.333065151369894,18.04047814609749,Entire home/apt,1099,2,29,2018-03-11,1.05,1,0
14164482,Exceptional top floor apartment with stunning view,85687859,Linnéa,,Norrmalms,59.34259004935757,18.03819480418239,Entire home/apt,1999,2,3,2017-08-25,0.14,1,0
14172160,Bright spacious flat by the forest in Gubbängen,50918904,Artur,,Farsta,59.266307027367226,18.07360555887238,Shared room,279,1,0,,,1,0
14175945,Privat room in central Stockholm,17872507,Vendela,,Kungsholmens,59.33470730868538,18.028244437067695,Private room,504,1,26,2018-10-02,1.23,2,179
14178668,Central 2-room apartment in beautiful Fredhäll,19949290,Ludwig,,Kungsholmens,59.329778959156705,18.002967319379145,Entire home/apt,558,3,5,2017-05-06,0.18,1,0
14179788,Light and cozy apartment with private terrace,34293991,Jenny,,Södermalms,59.303863705379584,18.10371926591937,Entire home/apt,891,1,2,2018-07-29,0.49,1,271
14180801,"Penthouse appartment, Södermalm",21235853,Mikael,,Södermalms,59.31168012404115,18.068487704578313,Entire home/apt,3602,3,0,,,1,28
14181539,Room at Vasastan Arty boheme,16765103,Victor,,Norrmalms,59.339605943006276,18.032949839036654,Private room,513,1,14,2018-04-17,0.77,1,16
14189594,Central Apartment with Views!,1627004,Dan,,Östermalms,59.350245336643255,18.063310790819056,Entire home/apt,900,1,2,2016-08-07,0.07,1,0
14197356,Cosy well located apartment near Södermalm,18148216,David,,Hägersten-Liljeholmens,59.29508763115174,17.983355166316723,Entire home/apt,495,1,0,,,1,0
14210729,The Place to be..,86239605,Goitom,,Norrmalms,59.339323198052874,18.053055696116836,Entire home/apt,1297,5,0,,,1,0
14213340,Nice studio on Södermalm close to everything!,75002888,Fritte,,Södermalms,59.315629523624,18.05392337037452,Entire home/apt,720,3,25,2017-08-07,0.90,2,0
14241696,Modern 3 room apartment w. sea view & big balcony,34299850,Björn & Emma,,Hägersten-Liljeholmens,59.305296289707364,18.032779497010925,Entire home/apt,991,2,3,2016-09-05,0.11,1,0
14251881,Magnificent penthouse in central Stockholm,18730985,Alan,,Norrmalms,59.34049350100697,18.049147812281763,Entire home/apt,900,7,0,,,1,0
14273332,Great view close to city center,87034254,Axel,,Östermalms,59.343080484674935,18.094039414699974,Entire home/apt,504,1,14,2018-08-23,0.84,1,180
14276471,Vibrant and fresh apartment on an island,55148084,James,,Kungsholmens,59.32557811697464,18.00456615198671,Entire home/apt,558,2,3,2016-09-25,0.11,1,139
14277795,"Spacious, Easy and Bright Apartment in Södermalm",37599831,Niklas,,Södermalms,59.319837420492576,18.060125382513156,Entire home/apt,1396,20,43,2018-11-19,1.60,1,343
14279556,Small studio in a most convenient location.,34235178,Christian,,Södermalms,59.30784693434837,18.07926185229009,Entire home/apt,603,4,6,2017-09-01,0.36,1,0
14279601,Nice top renovated apartment in SOFO,8788859,Julia,,Södermalms,59.31229385133035,18.084381130513766,Entire home/apt,1252,2,4,2017-02-12,0.15,1,119
14280421,Miss Park's Cozy Apartment.. :),87120186,Miss Park,,Enskede-Årsta-Vantörs,59.264534106527265,18.04241615603791,Private room,351,1,41,2018-04-04,1.49,2,0
14284403,Modern and fresh room in a villa,83868321,Charik,,Hässelby-Vällingby,59.39282896415135,17.813771458071237,Private room,396,2,10,2017-04-22,0.37,1,364
14288993,Cosy room close to Stockholm city,3846215,Sara,,Skarpnäcks,59.296297633574355,18.091650919829075,Private room,351,3,58,2018-11-05,2.19,1,1
14293572,Miss Park's Cozy Apartment2 :),87120186,Miss Park,,Enskede-Årsta-Vantörs,59.26474874505827,18.042430288043132,Private room,351,1,38,2018-04-22,1.37,2,42
14293927,Cosy room in art neighborhood 10 min from Söder,27121549,Sara,,Hägersten-Liljeholmens,59.30149383650842,17.98785165415468,Private room,387,2,17,2018-06-03,0.61,1,0
14295783,Studio/1 bedroom 10min by metro from Sthlm Central,17627852,Martin,,Skarpnäcks,59.29484431827264,18.104551609898515,Entire home/apt,603,2,68,2018-10-15,2.45,1,41
14297465,Spacious 2 room appartment in Södermalm,30798162,Staffan,,Södermalms,59.317037891176746,18.033262833565868,Entire home/apt,1801,3,37,2017-10-18,1.36,1,0
14300198,A nice and quiet room in great location,10873823,Igor,,Östermalms,59.344639617657144,18.106718160263235,Private room,486,2,88,2018-11-13,3.16,1,67
14305441,Charming old house outside of Stockholm,78460318,Magnus,,Hässelby-Vällingby,59.37330751897447,17.808908393062264,Entire home/apt,1504,3,18,2018-08-30,0.65,1,138
14308382,Spacious pearl close to beautiful nature & city,22866942,Eva,,Södermalms,59.30262164688335,18.10836855427985,Entire home/apt,423,2,1,2017-05-06,0.05,1,0
14310176,One room apartment at Mariatorget,87464739,Amanda,,Södermalms,59.32059680906024,18.060204508485388,Entire home/apt,1297,1,5,2017-01-01,0.18,1,0
14311919,Attic Loft Vindsvåning Sveavägen,2155245,Johan,,Norrmalms,59.34511689290241,18.05349394934705,Entire home/apt,1648,2,49,2018-10-28,1.76,1,75
14312095,"Central modern spatious apartment, amazing view",36618654,Anna,,Södermalms,59.31463094380785,18.08548692110916,Entire home/apt,1954,4,7,2018-06-22,0.26,1,0
14316098,Mysig enrummare med kök,87535089,Anna,,Skarpnäcks,59.28441769383552,18.098882274279042,Entire home/apt,702,1,2,2016-10-23,0.07,1,0
14328333,Comfortable apartment on Södermalm,87684863,Annika,,Södermalms,59.30956157340574,18.06686136126095,Entire home/apt,1198,3,4,2018-07-28,0.15,1,0
14328335,Spacious apartment with patio,55889316,Mirella,,Östermalms,59.35000262036469,18.06531824653927,Entire home/apt,1603,5,0,,,1,0
14331244,Cozy retro apartment close to city,21543794,Elin,,Enskede-Årsta-Vantörs,59.287217708537206,18.089516669180473,Entire home/apt,603,1,3,2016-09-18,0.11,1,0
14333273,Topfloor in the center of Stockholm,87207275,Yvonne,,Norrmalms,59.34779946784029,18.058739252900725,Entire home/apt,1504,3,5,2018-08-09,0.19,1,347
14333335,Lux Apartment and Bedroom good place in Stockholm,82440045,Elie,,Älvsjö,59.28596455545882,18.015105602814327,Private room,1000,1,25,2018-10-07,0.89,3,365
14335813,"Large, art & light filled classic Södermalm flat",10896840,Elizabeth,,Södermalms,59.31858234670092,18.03969872783301,Entire home/apt,945,2,12,2018-08-19,0.45,1,17
14346864,Aerial apartment with stunning view,40172574,Robert,,Norrmalms,59.34656384200542,18.065618001165404,Entire home/apt,801,4,32,2018-08-24,1.16,1,153
14350437,Homely heirloom apartment in Hornstull,55296074,Anna,,Södermalms,59.31782860636915,18.038221782791442,Entire home/apt,594,2,13,2017-06-12,0.48,1,0
14385994,Charming villa in Stockholm,88100317,Karolina,,Farsta,59.26963513867524,18.085714582550423,Entire home/apt,1198,7,9,2018-08-02,0.33,1,41
14391514,3-room Apartment close to city!,88416015,Karin,,Södermalms,59.3015921806779,18.103073102747032,Entire home/apt,1351,1,10,2017-09-23,0.37,2,0
14395395,Spacious one-roomer in cultural Södermalm.,88467663,Petter,,Södermalms,59.314533107488884,18.06369504199998,Entire home/apt,1000,5,3,2018-09-29,0.25,1,26
14398951,Elegant room in central Stockholm,83284224,Elias,,Kungsholmens,59.336145711867935,18.039911743651636,Private room,900,1,15,2018-10-20,0.55,1,0
14399112,Super central apartment close to everything!,88503253,Trifa,,Norrmalms,59.33186258339622,18.05294635481996,Entire home/apt,1099,1,53,2017-09-24,1.92,1,0
14399325,Vackert hus i Bromma med spabad! Hyr helt hus,88506411,Anders,,Bromma,59.33023783679246,17.945584292739042,Entire home/apt,2494,2,23,2018-06-03,0.84,1,364
14403260,Exklusiv 72kvm vindsvåning med egen takterrass!,85252075,Mattias,,Kungsholmens,59.33686232804328,18.03338909414608,Entire home/apt,2260,3,7,2016-12-11,0.25,1,90
14412633,Fint rum i södra Stockholm.,31274709,Tommy,,Farsta,59.26483158594602,18.0751273297939,Private room,351,1,62,2018-09-07,2.26,1,52
14421357,Perfect room w 10 min to central.,22186148,Michael,,Hägersten-Liljeholmens,59.297722098340984,18.00860035677503,Private room,342,3,95,2018-07-16,3.47,1,0
14436242,Modern & equipped apartment + patio on Södermalm,13664484,Patrick,,Södermalms,59.31193459477204,18.057194272656687,Entire home/apt,1000,3,3,2016-11-26,0.11,1,0
14449286,Unique new attic studio in the heart of SOFO,53473619,John,,Södermalms,59.31030785180337,18.07698798200091,Entire home/apt,1000,2,109,2018-11-19,4.08,2,28
14450876,Large Trendy Apartment in the heart of Sodermalm,7084007,Riad,,Södermalms,59.313741669954666,18.060564777510407,Entire home/apt,1576,2,109,2018-11-04,4.00,1,59
14480472,Fin lägenhet på Gärdet 54kvm med balkong,89299940,Sofia,,Östermalms,59.34848966280932,18.09377871037128,Entire home/apt,1000,3,5,2017-02-10,0.19,2,0
14487283,"Nice appt. close to central of Stockholm, 5 beds",42809147,Sandra,,Enskede-Årsta-Vantörs,59.28322969666407,18.080552312827955,Entire home/apt,1504,3,11,2018-07-25,0.40,1,0
14492044,Östermalm nära till allt,89449146,Kristina,,Östermalms,59.33605506066939,18.07714101785602,Entire home/apt,864,3,37,2018-10-14,1.43,1,247
14494605,Great location at lovely Södermalm!,89476796,Patric,,Södermalms,59.30776094117374,18.067066547569727,Entire home/apt,1198,3,20,2018-08-06,0.73,2,57
14499555,Very modern house with garden.,75388909,Bin,,Hässelby-Vällingby,59.39138894886012,17.81393607137536,Private room,702,1,17,2018-09-05,0.62,1,91
14526008,"Elegant apartment, great location",66412048,Niklas,,Norrmalms,59.343236498178435,18.03069527346097,Entire home/apt,1450,5,2,2018-01-02,0.08,1,185
14526617,43sqm renovated 2 room apartment,89795145,Markus,,Norrmalms,59.34395151240476,18.05799739733411,Entire home/apt,945,3,20,2018-10-10,0.73,1,0
14527210,Cosy appartment in city centre,5800558,Pernilla,,Norrmalms,59.33862200155391,18.053226108019327,Entire home/apt,1000,3,1,2016-10-03,0.04,1,0
14538762,A cozy apartment 13 minutes from Stockholm City,7190770,Yasir,,Hägersten-Liljeholmens,59.307770782484944,17.985790250430522,Private room,2999,1,1,2016-10-02,0.04,1,364
14542251,The South Island Haven (Södermalm),30804333,Rachel,,Södermalms,59.31998144347891,18.0347361263778,Entire home/apt,756,4,1,2017-08-26,0.07,1,78
14550386,Cozy 23 m2 Studio in Vasastan,7563851,Viktor,,Östermalms,59.350988886598486,18.05715630801739,Entire home/apt,495,2,16,2017-04-21,0.60,1,0
14554905,Water view w balcony at Sodermalm,1009542,Clara Cicek,,Södermalms,59.317905907247585,18.025381269010673,Entire home/apt,1504,3,20,2018-09-15,0.73,1,331
14580678,Charming Apartment with Balcony,16944300,Patricia,,Södermalms,59.31844792148339,18.03712262588021,Entire home/apt,738,2,6,2017-06-25,0.24,1,0
14580778,"Bright, central, good com. with sunny balcony",80996959,Antolina,,Norrmalms,59.346281201949296,18.056862110286005,Entire home/apt,720,11,25,2018-11-17,0.95,1,18
14584110,Minimalist design apartment in a green oasis,3181032,Jesper,,Kungsholmens,59.33099120088701,17.999283573717463,Entire home/apt,603,3,13,2018-02-26,0.71,1,19
14585218,Södermalm/SoFo med närhet till allt!,90418123,Cecilia,,Södermalms,59.31481394897744,18.079239208981186,Entire home/apt,765,1,2,2016-10-29,0.08,1,0
14594271,Small central apartment,86355176,Christofer,,Kungsholmens,59.33100026160216,18.038444897308825,Entire home/apt,585,7,4,2018-10-04,0.15,1,30
14601109,Cosy 2-room apt. in calm and trendy area,90572985,Lo,,Hägersten-Liljeholmens,59.30760838954919,18.00208191184742,Entire home/apt,702,4,69,2018-11-13,2.54,1,67
14601226,Cozy room in big appartment South parts of Sthlm,79134539,Caroline,,Hägersten-Liljeholmens,59.295360731530906,17.99664744457711,Private room,297,2,27,2018-10-23,0.98,1,135
14601613,Cute apartment in central Stockholm,13266721,Valerie,,Norrmalms,59.346353101673415,18.057438607133243,Entire home/apt,1504,3,10,2018-09-26,0.46,1,364
14658098,Classic in central Stockholm,5873957,Lena,,Södermalms,59.31588860391754,18.059506807294362,Entire home/apt,2368,3,22,2018-09-19,0.85,1,170
14675638,"Renovated exclusive apartment; terrace, sauna etc",28672309,David,,Kungsholmens,59.33366334320741,18.01670002017693,Entire home/apt,1459,2,8,2016-10-25,0.30,1,0
14687859,Great apartment with the best location,27045882,Rikard,,Södermalms,59.31759372075315,18.02915384271722,Entire home/apt,1396,1,11,2017-04-02,0.41,1,0
14690946,Bedroom in a very nice apartment,88416015,Karin,,Södermalms,59.301981061018125,18.10228545734277,Private room,982,1,2,2016-09-29,0.07,2,364
14702543,Privat övervåning 38 kvm på Centrala Södermalm,91439115,Ann,,Södermalms,59.312095209696544,18.067323417927145,Entire home/apt,945,3,20,2018-09-15,0.74,1,321
14705634,"Nice room Malarhojden #1, only 20min to StockholmC",91470251,Bjorn,,Hägersten-Liljeholmens,59.30119569923506,17.962902449984632,Private room,405,3,106,2018-11-18,3.89,3,168
14709241,Pleasant and top modern 3 room apartment,91150724,Therese,,Norrmalms,59.339113749386826,18.05116033000463,Entire home/apt,1702,14,4,2018-01-01,0.16,1,0
14709312,Great calm location close to subway w balcony,8292548,Markus,,Södermalms,59.317103770587714,18.03267485836991,Entire home/apt,819,3,22,2017-09-11,0.82,1,0
14720731,Your own cozy studio 10 min from the city.,25310349,Constancia,,Farsta,59.27350317629654,18.083604809904415,Entire home/apt,405,3,21,2018-05-28,0.82,1,0
14723036,Modern flat in the <3 of trendy Midsommarkransen,5241572,Lina,,Hägersten-Liljeholmens,59.303702570442475,18.010261232848112,Entire home/apt,801,3,8,2017-07-20,0.31,1,177
14723163,"Charmig studio med stor terrass, hjärtat av Söder",68247494,Karin,,Södermalms,59.31715518142231,18.05335724311616,Entire home/apt,1000,2,17,2017-06-11,0.63,1,0
14739284,Sunny appartment with balcony and fireplace,91809039,Andrea,,Östermalms,59.34324061655089,18.07520814217623,Entire home/apt,855,1,1,2016-08-31,0.04,1,0
14767850,City room with a view,92101596,Lars,,Hägersten-Liljeholmens,59.310945652132325,18.023840509853535,Private room,720,2,18,2018-11-14,0.67,1,56
14769970,Cozy apartm near Stockholm City,7934322,Kat,,Bromma,59.36543241945031,17.947615374624558,Entire home/apt,630,5,34,2018-09-26,1.26,1,197
14781273,Family friendly near subway,3187498,Daniel,,Kungsholmens,59.33440763883163,18.012806524995785,Private room,1297,1,7,2017-06-11,0.26,1,0
14785558,Nice room close to park,1792640,Mattias,,Enskede-Årsta-Vantörs,59.28804747397443,18.03581033185936,Private room,441,30,5,2017-08-31,0.19,3,288
14800767,Fresh & Cozy Room-Beautiful Area [Only for Female],71538544,Crypto,,Rinkeby-Tensta,59.41366175292665,17.939867821466542,Private room,801,1,2,2016-09-08,0.07,1,365
14823513,Studio apartment in central !,89176637,Maria,,Kungsholmens,59.33892781527369,18.01516879020881,Entire home/apt,702,2,39,2018-08-20,1.52,1,0
14828485,Cool studio in Östermalm with roof top terrace,32257127,Marianne,,Östermalms,59.344896335877586,18.089650106481642,Entire home/apt,964,2,6,2017-06-10,0.23,1,323
14834685,Charming flat in trendy Vasastan,59933523,Jennifer,,Norrmalms,59.34298333989295,18.027475223800575,Entire home/apt,945,2,12,2017-09-01,0.45,1,177
14839641,Cosy apartment in Vasastan,92849509,Josefine,,Norrmalms,59.34553762145163,18.042879756999433,Entire home/apt,1153,2,9,2018-07-18,0.34,1,179
14846265,Ljus och nyrenoverad lägenhet i hjärtat av Söder,92922909,Åsa,,Södermalms,59.31411116119009,18.067139549683805,Entire home/apt,1270,2,0,,,1,19
14856414,2 bright rooms & kitchen in the heart of Sodermalm,20797293,Magdalena,,Södermalms,59.30850365808064,18.079559158598375,Entire home/apt,1054,2,32,2018-10-14,1.23,1,67
14875489,102 m2 three room apartment in SOFO södermalm,93243705,Ave,,Södermalms,59.31447296786423,18.079931144162405,Entire home/apt,2197,11,4,2018-08-13,0.25,1,87
14879178,Cozy private room 20 mins from Stockholm City,9723519,Archana,,Hägersten-Liljeholmens,59.2876749461801,17.971583775412277,Private room,378,1,55,2018-06-07,2.07,1,49
14884103,Lägenhet på Södermalm med fantastisk takterrass.,59182895,Lillan,,Södermalms,59.31836868445637,18.046643397179363,Entire home/apt,1297,2,102,2018-11-18,3.82,1,97
14890911,Charmigt hus mitt i Gamla Enskede,29850274,Magnus,,Enskede-Årsta-Vantörs,59.28530861388921,18.089186997977876,Entire home/apt,1999,5,1,2016-12-29,0.04,1,15
14894974,"Private bedroom in Hornstull, Södermalm",30362612,Jacob & Linda,,Södermalms,59.31559988853123,18.04215265126586,Private room,540,3,35,2018-09-16,1.32,1,0
14904604,Big quiet room close to Odenplan station,93592727,Cata,,Norrmalms,59.34196601599546,18.040620388159198,Private room,522,2,40,2017-11-16,1.54,1,3
14904794,Private town house with patio - heart of Södermalm,92761646,Andrea,,Södermalms,59.31484360123863,18.06688697806347,Entire home/apt,1504,5,0,,,1,0
14907889,"Fantastic apartment in trendy Siberia, Vasastan",28205135,Fabian,,Norrmalms,59.34919886599232,18.056248905934556,Entire home/apt,837,2,7,2018-10-21,0.30,2,0
14908524,Södermalm,93502302,Kurden,,Södermalms,59.30959715076155,18.07902059953329,Entire home/apt,594,1,0,,,1,0
14912720,Charming central cozy home,18410454,Anna-Maria,,Kungsholmens,59.331562149912926,18.034665753490597,Private room,495,120,5,2016-12-11,0.19,2,138
14914879,Charming 3 bedroom apartment in cosy Gröndal,62737916,Catharina,,Hägersten-Liljeholmens,59.314675707156276,18.005973978036558,Entire home/apt,1063,4,9,2018-08-28,0.55,1,48
14915563,Cozy central appartment in the heart of Södermalm,92981668,Tove,,Södermalms,59.30777718968451,18.07038282710381,Entire home/apt,702,1,0,,,1,0
14925863,2 room apartment 15 min from city,18378407,Christian,,Hägersten-Liljeholmens,59.29231223891555,17.992730448525634,Entire home/apt,846,1,1,2016-09-07,0.04,1,0
14926462,1 bedroom apartment in Södermalm close to Old Town,93837081,Daniel,,Södermalms,59.319364550716905,18.072197676623475,Entire home/apt,1198,2,8,2018-08-11,0.30,1,130
14928894,Ljus och fräsch lägenhet nära shopping och natur.,93863634,Lena,,Skärholmens,59.27149166793472,17.88924095717628,Entire home/apt,504,3,6,2018-05-30,0.22,1,88
14930347,Modern and central studio; heart of Stockholm,39323683,Sofia,,Norrmalms,59.3413540597042,18.040383371138542,Entire home/apt,1423,1,40,2017-10-22,1.50,1,138
14938890,Beautiful home in trendy Hornstull/Sodermalm,93975955,Nils,,Södermalms,59.31811533568205,18.029291964016203,Entire home/apt,900,4,26,2018-08-29,0.99,1,322
14940641,Nice apartment on an island in central Stockholm,41461575,Kristian,,Kungsholmens,59.323826450139514,18.00631699121061,Entire home/apt,1396,1,27,2018-10-13,1.12,1,15
14980067,Unique home In the ❤️ Of Stockholm ( whole place),67738361,Julie,,Östermalms,59.33149356143041,18.089571349493845,Entire home/apt,1216,1,8,2018-06-24,0.31,4,90
14985351,Comfortable studio,12257521,Stellan,,Enskede-Årsta-Vantörs,59.279706628396994,18.051145429897,Entire home/apt,621,2,66,2018-11-04,2.62,3,6
14985873,Nice big room close to park,1792640,Mattias,,Enskede-Årsta-Vantörs,59.28836614178238,18.035073279010135,Private room,540,60,4,2018-10-06,0.15,3,46
14987085,3 room apartment in trendy Aspudden/Stockholm,16194133,Anna,,Hägersten-Liljeholmens,59.3078778109708,18.005647007546692,Entire home/apt,1504,3,7,2018-08-18,0.26,1,0
14992113,"Fabulous room+breakfast in luxury flat, Central",24626689,Martina,,Hägersten-Liljeholmens,59.31040356983624,18.021273809504592,Private room,666,1,40,2018-08-20,1.68,1,269
15000226,Separate 10 sq.m room i 20 min to city center,94604679,Anastasia,,Hässelby-Vällingby,59.36520962897816,17.876468038426616,Private room,396,1,1,2016-09-17,0.04,1,181
15005150,Studio apartment in the heart of Södermalm,81806054,Pär & Regina,,Södermalms,59.31986856198802,18.057386531417507,Entire home/apt,973,1,214,2018-11-16,8.09,1,182
15007301,Big nice cozy apartment for rent,74035455,Tobias,,Rinkeby-Tensta,59.41693197433349,17.920491708012573,Entire home/apt,630,2,14,2016-11-15,0.54,1,0
15010489,Charmig 2a på Kungsholmen,88837600,Loiz,,Kungsholmens,59.338622868397884,18.013630806314772,Entire home/apt,1099,2,12,2018-06-04,0.45,1,165
15011516,Apartment in Stockholm city,37969494,Lisa,,Östermalms,59.343678433485444,18.09225940077486,Entire home/apt,1000,7,0,,,2,0
15014496,Apt. close to Stockholm central,94760488,Fredrik,,Skarpnäcks,59.298990004960125,18.098835262488468,Entire home/apt,991,2,15,2018-09-01,0.58,1,0
15015328,"Apartment in trendy Vasastan, central Stockholm",93186427,Hanna,,Norrmalms,59.343801131605254,18.03670529406317,Entire home/apt,1099,2,30,2017-08-03,1.13,1,0
15015871,Central one bed apt w/ big balcony on Södermalm,26790134,Kim,,Södermalms,59.308806658672474,18.078848201359758,Entire home/apt,945,40,4,2018-05-27,0.15,1,120
15022331,"Big, cosy apartment in the center",94324346,Lena,,Södermalms,59.3118969174244,18.0522244736415,Entire home/apt,1027,2,19,2018-09-23,0.77,2,0
15037706,Studio apartment in central Stockholm,94984664,Daniel,,Södermalms,59.317894702224486,18.066718695266086,Entire home/apt,900,2,15,2017-04-30,0.57,1,262
15042805,Stodio. Best location. Centrala Stockholm,95044416,Lina,,Norrmalms,59.3388126229171,18.057552473770798,Entire home/apt,1000,2,14,2018-10-01,0.55,1,32
15049695,Charming apartment in city Stockholm w backyard!,2870206,Anne,,Kungsholmens,59.32955992622857,18.02855170942633,Entire home/apt,1153,3,6,2017-08-25,0.35,1,0
15051571,"Room in Hagersten #2, only 20min to Stockholm C",91470251,Bjorn,,Hägersten-Liljeholmens,59.300889639956836,17.961255464969522,Private room,351,3,56,2018-11-19,2.33,3,187
15055403,Bright cosy 2 room apartment near SOFO,39589880,Anna,,Södermalms,59.30832517603388,18.077797440952263,Entire home/apt,1099,3,9,2017-04-23,0.35,2,0
15106183,See-view apartment,95674672,Hans,,Kungsholmens,59.33779896654324,18.00158879890123,Entire home/apt,1801,6,1,2016-10-10,0.04,1,0
15112211,Nice and cosy apartment,95704339,Petra,,Hässelby-Vällingby,59.35537992800315,17.884339533598567,Entire home/apt,702,1,6,2017-09-09,0.23,1,363
15139993,1 room rent. Only 15min to T-central & green area,47268498,Senait,,Farsta,59.273646503454835,18.092225605403502,Private room,423,2,23,2018-08-28,1.00,1,363
15142941,50 sqm apartment in Södermalm,36505510,Sara,,Södermalms,59.31332747052553,18.09107666344774,Entire home/apt,603,1,1,2016-10-06,0.04,1,0
15143005,Private entrance - city & nature,30224498,Jill & Jonas,,Hägersten-Liljeholmens,59.304022155614724,17.979113307213215,Private room,486,2,86,2018-11-03,3.29,1,27
15147874,A central getaway in the heart of Stockholm,83464154,Daniel,,Norrmalms,59.339697303690045,18.050697263392937,Entire home/apt,945,5,0,,,1,0
15151927,City apartement - minutes from the subway/busses.,96111248,Elisabet,,Norrmalms,59.34393896460901,18.050649476325646,Entire home/apt,801,3,5,2018-09-06,0.20,1,0
15154284,Fresh Home With peace and silence 2.,3503054,Alexandre,,Rinkeby-Tensta,59.387822499099734,17.9223674690197,Private room,297,1,3,2018-10-28,0.62,2,360
15154773,Mini-suite; smack in the city center,26361724,Göran,,Norrmalms,59.33696604566879,18.066313194089993,Entire home/apt,1504,1,3,2017-07-24,0.12,1,0
15171460,Furnished Room in Central Stockholm near KTH,34503018,Tania,,Östermalms,59.34950559768861,18.064247469540245,Private room,486,1,21,2018-06-28,0.89,4,256
15175526,Sunny flat with balcony 5 min from Old Town,96294228,Annika,,Södermalms,59.31853365477155,18.06261549714884,Entire home/apt,945,1,41,2018-11-18,1.56,1,16
15179952,Right in front of the water!,96352405,Rafaele,,Kungsholmens,59.337001684259654,18.030545789499044,Entire home/apt,1153,10,2,2017-05-27,0.08,1,364
15186367,Mysigt lugnt 56mkv nära till allt,96311208,Altin Aldo,,Hägersten-Liljeholmens,59.30009373345155,18.01137900453581,Shared room,450,14,0,,,1,365
15203368,"Centralt, lugnt, fräscht på charmiga kungsholmen.",7611039,Katarina,,Kungsholmens,59.33671959993448,18.0284527759347,Entire home/apt,693,1,82,2018-08-31,3.24,1,225
15205283,Design/Art Apartment at Southern Island ,13449854,Jakob,,Södermalms,59.320324902903195,18.059238854375774,Entire home/apt,1099,5,20,2018-08-17,0.77,1,0
15209093,Bos room,914316,Ea,,Enskede-Årsta-Vantörs,59.287667111053835,18.03654851212099,Private room,396,1,2,2017-06-19,0.10,11,336
15225783,4 rooms on the top floor in Södermalm,96770343,Pia,,Södermalms,59.311082888708434,18.063219710822388,Entire home/apt,1153,2,12,2018-11-04,0.48,1,0
15232939,"Great location, room & breakfast, no cleaning fee",96826596,Inda,,Södermalms,59.316975749385335,18.083388973670665,Private room,351,1,211,2018-10-31,8.34,1,5
15234949,Scandinavian style studio apartment in Hornstull,12395177,Charlotte,,Södermalms,59.31502873401592,18.03188418744256,Entire home/apt,783,3,19,2018-10-21,1.00,1,24
15252290,Family friendly apt with out door terrace,57668351,Lovisa,,Norrmalms,59.345292645918974,18.04222301238622,Entire home/apt,1864,5,8,2018-08-13,0.49,1,28
15260947,Balla Bromma,97074080,Joan,,Bromma,59.34118605584988,17.936214186965124,Private room,288,7,2,2018-09-04,0.70,1,137
15266527,"Industrial inspired apartment, 50 sqm. Kungsholmen",97116824,Jacob,,Kungsholmens,59.335027788275056,18.03195506993377,Entire home/apt,846,2,6,2017-08-13,0.36,1,0
15268464,Charming apartment with excellent location,97132816,Viktor,,Östermalms,59.341843284919946,18.066859970911157,Entire home/apt,900,5,0,,,1,0
15271523,Room 20 min from central Stockholm,97162810,Sandra,,Älvsjö,59.2842470324354,18.01336117391926,Private room,297,1,36,2018-06-23,1.39,1,48
15279544,Lovely terraced house close to city!,11467560,Petra,,Farsta,59.254642521394636,18.096281661148325,Entire home/apt,1198,5,4,2017-08-01,0.17,1,0
15286174,Charming and authentic flat in hip area,39670516,Sanna,,Södermalms,59.31639831682466,18.060030829684486,Entire home/apt,1099,4,6,2017-08-10,0.23,1,0
15304247,Nice apartment in trendy Birkastan/S:t Eriksplan,97465379,Antolina,,Norrmalms,59.34154556123761,18.031476349706583,Entire home/apt,702,5,1,2017-06-09,0.06,1,0
15307581,Modern City Apartment in quiet neighborhood,97494162,Tom,,Norrmalms,59.33920430238527,18.057472889390848,Entire home/apt,991,2,99,2018-11-04,3.91,1,156
15308544,High-end area for Entrepreneur/ Senior Professiona,96221999,Johanna,,Östermalms,59.336534648159954,18.0834112615343,Private room,585,7,8,2016-12-17,0.31,2,0
15317519,Fantastic waterfront apartment,28504114,Jon,,Södermalms,59.305631592013086,18.092117619886423,Entire home/apt,747,4,8,2018-10-10,0.33,1,69
